store_id,sku_id,on_hand,lead_time_days,projected_avg_daily_sales,days_of_cover,risk_level
15,100057,29,5,9.583737472,3.025959349,High (Stockout Imminent)
1,100100,37,4,12.17791663,3.038286526,High (Stockout Imminent)
18,100094,31,4,10.17711635,3.046049485,High (Stockout Imminent)
20,100108,26,4,8.535045313,3.046263851,High (Stockout Imminent)
14,100110,30,4,9.844806626,3.047291952,High (Stockout Imminent)
16,100004,26,4,8.519037919,3.051987824,High (Stockout Imminent)
19,100028,32,5,10.47711697,3.054275339,High (Stockout Imminent)
2,100025,28,5,9.15952614,3.056926698,High (Stockout Imminent)
8,100050,25,4,8.175224011,3.05802018,High (Stockout Imminent)
16,100089,26,4,8.490254629,3.06233454,High (Stockout Imminent)
13,100033,32,4,10.43916646,3.065378842,High (Stockout Imminent)
13,100023,31,5,10.10805256,3.066861773,High (Stockout Imminent)
8,100032,25,4,8.143354898,3.069987777,High (Stockout Imminent)
9,100055,33,5,10.74175705,3.072123103,High (Stockout Imminent)
9,100107,33,5,10.74014506,3.072584199,High (Stockout Imminent)
14,100028,30,5,9.757314296,3.074616548,High (Stockout Imminent)
19,100042,33,5,10.7310185,3.075197381,High (Stockout Imminent)
2,100114,28,4,9.073768708,3.085818132,High (Stockout Imminent)
1,100014,37,5,11.98790928,3.08644311,High (Stockout Imminent)
3,100056,31,5,10.04321749,3.086660228,High (Stockout Imminent)
12,100019,31,4,10.04310383,3.08669516,High (Stockout Imminent)
14,100099,30,4,9.697014481,3.093735712,High (Stockout Imminent)
1,100059,38,4,12.26834783,3.097401584,High (Stockout Imminent)
12,100071,31,4,9.984008259,3.10496538,High (Stockout Imminent)
1,100020,37,4,11.86961133,3.117204007,High (Stockout Imminent)
4,100114,31,5,9.933509223,3.12075011,High (Stockout Imminent)
17,100101,32,5,10.24136556,3.124583319,High (Stockout Imminent)
4,100087,32,5,10.21263996,3.133371991,High (Stockout Imminent)
8,100008,26,5,8.278861123,3.140528584,High (Stockout Imminent)
14,100092,31,4,9.850187153,3.147148325,High (Stockout Imminent)
13,100071,32,4,10.16343959,3.148540385,High (Stockout Imminent)
13,100101,32,4,10.15235441,3.151978223,High (Stockout Imminent)
10,100109,34,4,10.78120027,3.153637736,High (Stockout Imminent)
7,100113,32,5,10.13161131,3.158431469,High (Stockout Imminent)
7,100014,32,5,10.12927403,3.159160263,High (Stockout Imminent)
10,100046,34,4,10.75352977,3.161752535,High (Stockout Imminent)
16,100119,27,5,8.536252241,3.162980573,High (Stockout Imminent)
20,100063,27,4,8.512629656,3.171757858,High (Stockout Imminent)
10,100115,34,4,10.71293676,3.173732913,High (Stockout Imminent)
1,100061,38,5,11.95631011,3.178238072,High (Stockout Imminent)
13,100116,32,5,10.06648041,3.178866763,High (Stockout Imminent)
1,100091,38,5,11.95276545,3.179180597,High (Stockout Imminent)
5,100024,28,4,8.804413517,3.180223185,High (Stockout Imminent)
6,100018,32,4,10.04879028,3.184462917,High (Stockout Imminent)
11,100014,29,4,9.099143986,3.187112991,High (Stockout Imminent)
18,100009,33,4,10.32701389,3.195502625,High (Stockout Imminent)
4,100005,32,4,10.01294518,3.195862899,High (Stockout Imminent)
9,100094,34,4,10.63853137,3.195929853,High (Stockout Imminent)
14,100095,31,5,9.695890597,3.197230795,High (Stockout Imminent)
1,100037,38,5,11.85588822,3.205158423,High (Stockout Imminent)
1,100033,42,5,13.09545383,3.207219891,High (Stockout Imminent)
12,100006,32,4,9.968252082,3.21019169,High (Stockout Imminent)
6,100058,33,4,10.25395191,3.218271385,High (Stockout Imminent)
7,100100,33,4,10.24695784,3.220468019,High (Stockout Imminent)
5,100090,28,4,8.679638404,3.22594084,High (Stockout Imminent)
14,100086,32,4,9.914535174,3.227584495,High (Stockout Imminent)
17,100063,33,4,10.21959692,3.229090176,High (Stockout Imminent)
17,100067,33,5,10.21110989,3.231774054,High (Stockout Imminent)
10,100070,35,5,10.82724021,3.232587373,High (Stockout Imminent)
10,100020,35,5,10.80762354,3.238454771,High (Stockout Imminent)
2,100052,30,5,9.231322151,3.249805338,High (Stockout Imminent)
16,100117,28,5,8.609663584,3.252159591,High (Stockout Imminent)
20,100081,28,4,8.600519895,3.255617142,High (Stockout Imminent)
7,100109,33,5,10.12607846,3.258912139,High (Stockout Imminent)
19,100044,34,5,10.43057481,3.259647777,High (Stockout Imminent)
3,100022,33,4,10.11972889,3.260956924,High (Stockout Imminent)
7,100022,33,5,10.11784858,3.261562943,High (Stockout Imminent)
17,100086,34,5,10.40955932,3.266228566,High (Stockout Imminent)
13,100069,33,5,10.10024402,3.267247796,High (Stockout Imminent)
16,100113,28,4,8.549540227,3.275029915,High (Stockout Imminent)
10,100068,36,5,10.9729832,3.280785119,High (Stockout Imminent)
12,100020,33,5,10.0503501,3.283467709,High (Stockout Imminent)
3,100081,33,5,10.04725874,3.284477971,High (Stockout Imminent)
18,100019,34,4,10.34968471,3.28512423,High (Stockout Imminent)
3,100087,34,4,10.3328202,3.290485981,High (Stockout Imminent)
7,100059,34,5,10.30374854,3.299769971,High (Stockout Imminent)
7,100090,33,4,9.98698902,3.304299217,High (Stockout Imminent)
5,100114,29,4,8.768909315,3.307138774,High (Stockout Imminent)
1,100048,40,4,12.07629662,3.312273727,High (Stockout Imminent)
11,100075,30,5,9.005727263,3.331213474,High (Stockout Imminent)
13,100006,34,4,10.18992471,3.336629166,High (Stockout Imminent)
7,100021,34,4,10.16301705,3.345463245,High (Stockout Imminent)
5,100093,29,5,8.657167309,3.349825522,High (Stockout Imminent)
15,100049,32,5,9.547557804,3.351642447,High (Stockout Imminent)
13,100089,34,5,10.10813992,3.363625779,High (Stockout Imminent)
8,100067,28,4,8.318649292,3.365931057,High (Stockout Imminent)
10,100062,37,5,10.97431834,3.37150781,High (Stockout Imminent)
1,100090,40,4,11.86389113,3.371575107,High (Stockout Imminent)
10,100038,37,4,10.96597569,3.374072772,High (Stockout Imminent)
13,100048,34,5,10.05728747,3.380633208,High (Stockout Imminent)
1,100071,40,5,11.82063882,3.383911868,High (Stockout Imminent)
13,100111,34,4,10.04519957,3.384701295,High (Stockout Imminent)
15,100002,32,5,9.448564534,3.386757839,High (Stockout Imminent)
18,100007,35,5,10.30954974,3.394910629,High (Stockout Imminent)
14,100090,33,4,9.720010891,3.395057924,High (Stockout Imminent)
11,100087,31,4,9.122590335,3.398157635,High (Stockout Imminent)
3,100104,34,5,10.00032567,3.399889277,High (Stockout Imminent)
18,100028,35,4,10.29010249,3.401326667,High (Stockout Imminent)
8,100083,28,5,8.22537253,3.404101139,High (Stockout Imminent)
10,100107,37,4,10.8482548,3.410686852,High (Stockout Imminent)
10,100053,37,5,10.81529141,3.421082115,High (Stockout Imminent)
7,100049,35,5,10.21608963,3.425968377,High (Stockout Imminent)
2,100069,31,5,9.024390982,3.435134854,High (Stockout Imminent)
19,100045,36,5,10.47549844,3.436590652,High (Stockout Imminent)
9,100009,37,5,10.76129622,3.438247517,High (Stockout Imminent)
11,100058,31,4,8.996140209,3.445922282,High (Stockout Imminent)
15,100059,33,4,9.573055014,3.447175427,High (Stockout Imminent)
19,100035,37,4,10.73201215,3.447629344,High (Stockout Imminent)
7,100000,35,4,10.14109558,3.45130363,High (Stockout Imminent)
9,100016,37,5,10.71406904,3.453403173,High (Stockout Imminent)
6,100096,35,4,10.13345078,3.453907336,High (Stockout Imminent)
7,100036,35,5,10.13327991,3.453965577,High (Stockout Imminent)
1,100026,41,4,11.84713265,3.460753013,High (Stockout Imminent)
6,100023,35,5,10.09925641,3.465601683,High (Stockout Imminent)
11,100095,31,5,8.939981587,3.467568663,High (Stockout Imminent)
5,100057,31,5,8.929595646,3.471601765,High (Stockout Imminent)
7,100054,36,4,10.35720012,3.475842853,High (Stockout Imminent)
1,100056,42,4,12.05489607,3.484061559,High (Stockout Imminent)
2,100079,32,5,9.138990326,3.501480892,High (Stockout Imminent)
15,100104,33,5,9.397739627,3.511482687,High (Stockout Imminent)
16,100094,30,5,8.540815961,3.512544953,High (Stockout Imminent)
19,100054,38,4,10.81103284,3.514927811,High (Stockout Imminent)
6,100117,36,5,10.21675035,3.5236253,High (Stockout Imminent)
16,100063,30,4,8.502717924,3.528283576,High (Stockout Imminent)
12,100094,35,5,9.917033992,3.529281036,High (Stockout Imminent)
2,100104,32,4,9.05769078,3.532909301,High (Stockout Imminent)
2,100035,33,5,9.335219603,3.534999861,High (Stockout Imminent)
20,100088,31,4,8.756643904,3.540169081,High (Stockout Imminent)
19,100067,37,4,10.44860739,3.541141765,High (Stockout Imminent)
11,100078,32,5,9.020734491,3.54738298,High (Stockout Imminent)
5,100067,31,5,8.735079561,3.548908717,High (Stockout Imminent)
16,100093,30,5,8.438195812,3.555262365,High (Stockout Imminent)
9,100073,38,4,10.68694606,3.55573985,High (Stockout Imminent)
8,100019,30,4,8.410635536,3.566912378,High (Stockout Imminent)
3,100028,36,4,10.09162012,3.567316208,High (Stockout Imminent)
9,100088,39,5,10.92873787,3.568573102,High (Stockout Imminent)
3,100116,36,5,10.06512263,3.57670754,High (Stockout Imminent)
18,100060,38,5,10.62357182,3.576951391,High (Stockout Imminent)
19,100112,38,4,10.6147111,3.579937281,High (Stockout Imminent)
13,100038,37,4,10.32353421,3.584043917,High (Stockout Imminent)
6,100094,36,4,10.03704136,3.586714322,High (Stockout Imminent)
14,100089,35,4,9.753436506,3.588478787,High (Stockout Imminent)
1,100108,43,4,11.98140688,3.588894061,High (Stockout Imminent)
14,100066,35,4,9.747775652,3.590562735,High (Stockout Imminent)
10,100028,39,5,10.85718857,3.59209014,High (Stockout Imminent)
18,100113,37,5,10.29215071,3.594972621,High (Stockout Imminent)
14,100054,36,4,10.01359451,3.595112622,High (Stockout Imminent)
15,100108,34,4,9.455078698,3.595951032,High (Stockout Imminent)
20,100024,31,5,8.593177259,3.607513154,High (Stockout Imminent)
9,100059,39,4,10.80641447,3.608967628,High (Stockout Imminent)
16,100005,31,4,8.587049587,3.610087456,High (Stockout Imminent)
2,100096,33,4,9.106354967,3.623842923,High (Stockout Imminent)
16,100043,31,5,8.55416304,3.623966466,High (Stockout Imminent)
4,100115,36,5,9.932551151,3.624446474,High (Stockout Imminent)
6,100098,37,4,10.2026253,3.62651758,High (Stockout Imminent)
19,100084,38,4,10.47685791,3.62704165,High (Stockout Imminent)
20,100094,31,5,8.537995871,3.630828647,High (Stockout Imminent)
16,100084,31,5,8.526899009,3.635553789,High (Stockout Imminent)
18,100114,37,5,10.16148038,3.641201735,High (Stockout Imminent)
10,100000,40,4,10.90399376,3.668380675,High (Stockout Imminent)
4,100107,37,5,10.027473,3.689862841,High (Stockout Imminent)
7,100025,38,4,10.29683459,3.690454542,High (Stockout Imminent)
1,100082,45,5,12.1825107,3.693819864,High (Stockout Imminent)
5,100010,33,4,8.913941982,3.702065827,High (Stockout Imminent)
1,100035,45,4,12.1423511,3.706036798,High (Stockout Imminent)
2,100110,34,4,9.159908525,3.711827461,High (Stockout Imminent)
7,100077,38,5,10.20479927,3.723738117,High (Stockout Imminent)
12,100089,37,4,9.926454885,3.727413304,High (Stockout Imminent)
3,100117,38,4,10.17748382,3.733732293,High (Stockout Imminent)
8,100116,32,5,8.555439497,3.740310478,High (Stockout Imminent)
18,100095,38,5,10.14157992,3.7469507,High (Stockout Imminent)
6,100022,38,5,10.11983978,3.755000161,High (Stockout Imminent)
11,100082,34,5,9.053189885,3.755582334,High (Stockout Imminent)
9,100038,41,4,10.89835576,3.762035384,High (Stockout Imminent)
7,100029,38,4,10.09240723,3.765206768,High (Stockout Imminent)
11,100023,34,5,9.02959161,3.765397315,High (Stockout Imminent)
6,100048,38,4,10.04305787,3.783708158,High (Stockout Imminent)
20,100010,33,5,8.70780031,3.789705646,High (Stockout Imminent)
2,100098,35,5,9.219850721,3.796156908,High (Stockout Imminent)
6,100027,39,4,10.26139661,3.800652241,High (Stockout Imminent)
11,100038,35,5,9.206266947,3.801758107,High (Stockout Imminent)
19,100098,40,4,10.52044555,3.80212034,High (Stockout Imminent)
6,100052,39,5,10.2532272,3.803680464,High (Stockout Imminent)
7,100020,39,4,10.24740908,3.805840061,High (Stockout Imminent)
20,100112,33,5,8.667403921,3.807368423,High (Stockout Imminent)
10,100047,41,4,10.72379032,3.823275053,High (Stockout Imminent)
10,100078,41,4,10.68803445,3.83606548,High (Stockout Imminent)
10,100059,42,5,10.94768809,3.836426437,High (Stockout Imminent)
8,100092,32,4,8.333024431,3.840142347,High (Stockout Imminent)
4,100049,39,5,10.13173024,3.849293169,High (Stockout Imminent)
18,100012,40,4,10.38530759,3.851595116,High (Stockout Imminent)
13,100005,39,5,10.11788808,3.854559338,High (Stockout Imminent)
12,100082,39,4,10.10666604,3.858839288,High (Stockout Imminent)
7,100010,40,5,10.34893827,3.865130796,High (Stockout Imminent)
10,100117,42,5,10.86506243,3.865601351,High (Stockout Imminent)
11,100091,35,5,9.053106316,3.866076325,High (Stockout Imminent)
7,100119,39,4,10.07935632,3.869294699,High (Stockout Imminent)
20,100090,33,4,8.517482149,3.874384404,High (Stockout Imminent)
1,100001,46,4,11.86892721,3.875666198,High (Stockout Imminent)
4,100074,39,4,10.06234208,3.875837225,High (Stockout Imminent)
9,100095,41,5,10.5631704,3.881410453,High (Stockout Imminent)
12,100025,39,5,10.04789084,3.881411593,High (Stockout Imminent)
11,100051,35,5,9.011093961,3.884101104,High (Stockout Imminent)
1,100074,47,5,12.08178563,3.890153447,High (Stockout Imminent)
12,100060,40,4,10.2655054,3.896544637,High (Stockout Imminent)
8,100104,32,4,8.212085654,3.896695839,High (Stockout Imminent)
18,100109,40,4,10.26136204,3.898117991,High (Stockout Imminent)
1,100042,47,4,12.04479553,3.902100279,High (Stockout Imminent)
19,100009,41,4,10.49575789,3.906340109,High (Stockout Imminent)
5,100098,35,4,8.945985318,3.912369488,High (Stockout Imminent)
15,100118,37,5,9.451089312,3.914892641,High (Stockout Imminent)
3,100064,40,5,10.21555371,3.915597838,High (Stockout Imminent)
15,100000,37,5,9.408687123,3.932535913,High (Stockout Imminent)
12,100028,39,5,9.916621827,3.932790892,High (Stockout Imminent)
16,100062,34,4,8.629556561,3.939947523,High (Stockout Imminent)
6,100014,40,4,10.14802636,3.941653144,High (Stockout Imminent)
15,100111,37,5,9.360044678,3.952972584,High (Stockout Imminent)
20,100036,34,4,8.59355405,3.956453849,High (Stockout Imminent)
11,100019,36,4,9.077817766,3.965710805,High (Stockout Imminent)
10,100103,43,4,10.82312512,3.972974491,High (Stockout Imminent)
15,100018,37,4,9.304425725,3.97660222,High (Stockout Imminent)
5,100005,35,5,8.786682571,3.983300832,High (Stockout Imminent)
12,100051,40,4,10.03931116,3.98433711,High (Stockout Imminent)
17,100088,42,4,10.51607785,3.993884469,High (Stockout Imminent)
15,100039,38,4,9.51308204,3.994499347,High (Stockout Imminent)
17,100054,42,4,10.50225451,3.999141324,High (Stockout Imminent)
11,100044,36,4,9.001908085,3.999152142,High (Stockout Imminent)
5,100066,35,5,8.745174852,4.002206999,High (Stockout Imminent)
18,100111,41,5,10.21030441,4.015551189,High (Stockout Imminent)
10,100069,43,5,10.70625842,4.016342435,High (Stockout Imminent)
5,100030,36,5,8.94061254,4.02656975,High (Stockout Imminent)
15,100106,38,5,9.434442835,4.027794822,High (Stockout Imminent)
16,100016,35,5,8.67024761,4.036793593,High (Stockout Imminent)
9,100047,43,5,10.63604113,4.042857625,High (Stockout Imminent)
10,100042,45,5,11.12950385,4.043306928,High (Stockout Imminent)
12,100119,40,5,9.885021939,4.046526173,High (Stockout Imminent)
6,100092,41,5,10.13075278,4.047083261,High (Stockout Imminent)
3,100078,41,5,10.12987632,4.047433426,High (Stockout Imminent)
6,100079,41,5,10.11399975,4.053786931,High (Stockout Imminent)
12,100111,40,5,9.856612545,4.058189344,High (Stockout Imminent)
13,100018,41,5,10.06310466,4.074289336,High (Stockout Imminent)
3,100017,42,5,10.24862557,4.098110493,High (Stockout Imminent)
15,100033,40,5,9.745271138,4.104554859,High (Stockout Imminent)
18,100082,43,5,10.45975364,4.110995485,High (Stockout Imminent)
6,100045,42,5,10.21208211,4.112775391,High (Stockout Imminent)
3,100051,42,5,10.17040709,4.129628209,High (Stockout Imminent)
1,100096,49,5,11.86060171,4.131324971,High (Stockout Imminent)
6,100108,42,5,10.16278496,4.132725443,High (Stockout Imminent)
6,100109,42,5,10.15965724,4.133997733,High (Stockout Imminent)
16,100030,36,5,8.702775105,4.136611548,High (Stockout Imminent)
13,100078,42,5,10.12663263,4.147479376,High (Stockout Imminent)
19,100094,43,5,10.36319547,4.149299327,High (Stockout Imminent)
10,100031,45,5,10.83076672,4.154830507,High (Stockout Imminent)
6,100082,43,5,10.30457831,4.172902443,High (Stockout Imminent)
16,100025,36,5,8.611481313,4.180465438,High (Stockout Imminent)
13,100030,44,5,10.52452665,4.180710587,High (Stockout Imminent)
20,100114,36,5,8.606197153,4.183032222,High (Stockout Imminent)
20,100028,36,5,8.60205057,4.185048636,High (Stockout Imminent)
9,100014,45,5,10.74600787,4.187601622,High (Stockout Imminent)
14,100081,41,5,9.786470339,4.189457341,High (Stockout Imminent)
13,100099,42,5,10.02210107,4.190738019,High (Stockout Imminent)
15,100082,40,5,9.539995474,4.192874107,High (Stockout Imminent)
19,100033,45,5,10.72844887,4.194455372,High (Stockout Imminent)
13,100077,43,5,10.24580789,4.196838402,High (Stockout Imminent)
16,100022,36,5,8.563797569,4.203742523,High (Stockout Imminent)
9,100010,46,5,10.92549181,4.21033678,High (Stockout Imminent)
5,100061,37,5,8.734244375,4.236199311,High (Stockout Imminent)
17,100012,44,5,10.37283651,4.241848406,High (Stockout Imminent)
6,100110,43,5,10.12026531,4.248900468,High (Stockout Imminent)
9,100032,46,5,10.81325129,4.254039676,High (Stockout Imminent)
20,100093,36,5,8.440942415,4.26492662,High (Stockout Imminent)
1,100011,51,5,11.91907483,4.278855593,High (Stockout Imminent)
3,100053,43,5,10.04914752,4.278969926,High (Stockout Imminent)
2,100034,39,5,9.101991648,4.284776509,High (Stockout Imminent)
15,100077,41,5,9.56539811,4.286282654,High (Stockout Imminent)
13,100104,43,5,10.02979286,4.287227123,High (Stockout Imminent)
5,100011,38,5,8.843742655,4.296823357,High (Stockout Imminent)
1,100045,52,5,12.09776844,4.298313385,High (Stockout Imminent)
19,100070,45,5,10.45643858,4.30356853,High (Stockout Imminent)
11,100112,39,5,9.057814702,4.305674303,High (Stockout Imminent)
2,100059,40,5,9.239274539,4.329344239,High (Stockout Imminent)
20,100042,38,5,8.744942808,4.345368613,High (Stockout Imminent)
3,100054,45,5,10.34456429,4.350110719,High (Stockout Imminent)
20,100050,37,5,8.502611661,4.351604128,High (Stockout Imminent)
11,100104,39,5,8.948883778,4.358085429,High (Stockout Imminent)
11,100018,39,5,8.891257639,4.386331111,High (Stockout Imminent)
19,100101,46,5,10.46161985,4.397024617,High (Stockout Imminent)
12,100032,44,5,10.00340056,4.39850426,High (Stockout Imminent)
4,100103,44,5,9.979630481,4.408980882,High (Stockout Imminent)
15,100014,42,5,9.525069141,4.409416811,High (Stockout Imminent)
4,100081,44,5,9.974516579,4.411241352,High (Stockout Imminent)
15,100013,41,5,9.254377738,4.430335692,High (Stockout Imminent)
1,100076,53,5,11.95589078,4.432961203,High (Stockout Imminent)
19,100020,47,5,10.52101429,4.467249896,High (Stockout Imminent)
8,100075,37,5,8.194501809,4.515222629,High (Stockout Imminent)
18,100086,47,5,10.39875581,4.519771487,High (Stockout Imminent)
20,100012,39,5,8.627869191,4.52023543,High (Stockout Imminent)
10,100012,49,5,10.83698288,4.521553698,High (Stockout Imminent)
20,100033,40,5,8.845359082,4.522145413,High (Stockout Imminent)
4,100025,46,5,10.16476693,4.525435785,High (Stockout Imminent)
2,100028,41,5,9.053730163,4.528520208,High (Stockout Imminent)
4,100013,45,5,9.934098299,4.529852499,High (Stockout Imminent)
18,100025,47,5,10.37129522,4.531738706,High (Stockout Imminent)
6,100057,47,5,10.36923298,4.532639985,High (Stockout Imminent)
14,100014,45,5,9.906780887,4.542343321,High (Stockout Imminent)
17,100020,47,5,10.33467039,4.547798646,High (Stockout Imminent)
4,100039,46,5,10.0914073,4.558333503,High (Stockout Imminent)
8,100069,38,5,8.334194638,4.559528743,High (Stockout Imminent)
16,100032,39,5,8.552969315,4.559819937,High (Stockout Imminent)
12,100016,45,5,9.861561794,4.563171731,High (Stockout Imminent)
6,100029,46,5,10.0611174,4.572056778,High (Stockout Imminent)
4,100008,46,5,10.02693471,4.587643317,High (Stockout Imminent)
13,100049,47,5,10.22806104,4.595201361,High (Stockout Imminent)
4,100010,47,5,10.21341112,4.601792626,High (Stockout Imminent)
3,100098,47,5,10.1903994,4.612184289,High (Stockout Imminent)
4,100086,47,5,10.11935696,4.644563898,High (Stockout Imminent)
14,100051,46,5,9.889909028,4.651205574,High (Stockout Imminent)
1,100018,56,5,12.03619868,4.652631739,High (Stockout Imminent)
9,100040,50,5,10.72160532,4.663480749,High (Stockout Imminent)
3,100048,47,5,10.04186547,4.680405262,High (Stockout Imminent)
10,100084,51,5,10.87616118,4.689154485,High (Stockout Imminent)
15,100056,44,5,9.374144392,4.693761709,High (Stockout Imminent)
13,100098,48,5,10.2093908,4.701553789,High (Stockout Imminent)
1,100050,57,5,12.10107763,4.710324298,High (Stockout Imminent)
10,100015,51,5,10.8222259,4.712524067,High (Stockout Imminent)
10,100011,51,5,10.80311654,4.72085993,High (Stockout Imminent)
13,100039,48,5,10.16375297,4.72266496,High (Stockout Imminent)
15,100068,45,5,9.525135073,4.724342453,High (Stockout Imminent)
11,100062,43,5,9.088943769,4.731022778,High (Stockout Imminent)
8,100020,39,5,8.212262454,4.748995812,High (Stockout Imminent)
18,100108,49,5,10.30255555,4.756101509,High (Stockout Imminent)
1,100089,58,5,12.17943953,4.762123893,High (Stockout Imminent)
12,100072,48,5,10.06375021,4.769593738,High (Stockout Imminent)
5,100059,43,5,9.002218086,4.776600566,High (Stockout Imminent)
5,100044,42,5,8.791169116,4.777521561,High (Stockout Imminent)
20,100058,41,5,8.550017164,4.795312011,High (Stockout Imminent)
18,100005,49,5,10.20256367,4.802714454,High (Stockout Imminent)
17,100080,50,5,10.37798449,4.817891188,High (Stockout Imminent)
5,100095,42,5,8.711648477,4.821131168,High (Stockout Imminent)
11,100025,44,5,9.035143022,4.869873105,High (Stockout Imminent)
11,100020,44,5,9.034524301,4.870206614,High (Stockout Imminent)
5,100008,43,5,8.825970383,4.871985531,High (Stockout Imminent)
5,100012,43,5,8.806691459,4.882650902,High (Stockout Imminent)
5,100088,44,5,9.00927962,4.8838533,High (Stockout Imminent)
7,100117,50,5,10.19807351,4.902886801,High (Stockout Imminent)
10,100003,53,5,10.79312569,4.910533011,High (Stockout Imminent)
5,100100,44,5,8.930151888,4.927127842,High (Stockout Imminent)
14,100056,48,5,9.726587028,4.934927314,High (Stockout Imminent)
18,100059,52,5,10.51254766,4.946469847,High (Stockout Imminent)
4,100051,50,5,10.10323208,4.948911361,High (Stockout Imminent)
3,100089,50,5,10.0865204,4.957110879,High (Stockout Imminent)
13,100029,50,5,10.08521802,4.957751029,High (Stockout Imminent)
18,100118,51,5,10.27970992,4.96122949,High (Stockout Imminent)
14,100101,49,5,9.860349388,4.969397946,High (Stockout Imminent)
8,100039,41,5,8.213542107,4.991756232,High (Stockout Imminent)
9,100054,55,5,11.00000271,4.999998768,High (Stockout Imminent)
15,100006,19,2,9.468466791,2.006660679,Medium (Low Buffer)
10,100023,22,2,10.93761,2.011408343,Medium (Low Buffer)
15,100094,19,2,9.359912555,2.029933494,Medium (Low Buffer)
8,100031,17,2,8.363107904,2.032737135,Medium (Low Buffer)
8,100043,17,2,8.356681422,2.034300357,Medium (Low Buffer)
5,100047,18,2,8.724442868,2.063168992,Medium (Low Buffer)
1,100078,25,2,12.06595457,2.071945477,Medium (Low Buffer)
3,100034,21,2,10.11699372,2.075715433,Medium (Low Buffer)
3,100083,21,2,10.10462227,2.078256806,Medium (Low Buffer)
16,100112,18,2,8.653307573,2.080129459,Medium (Low Buffer)
19,100100,22,2,10.51707881,2.091835613,Medium (Low Buffer)
3,100111,21,2,10.01954808,2.095902911,Medium (Low Buffer)
4,100079,21,2,10.0045874,2.099037087,Medium (Low Buffer)
14,100025,21,2,9.966879586,2.1069784,Medium (Low Buffer)
10,100089,23,2,10.87715555,2.114523407,Medium (Low Buffer)
18,100055,22,2,10.35613516,2.124344618,Medium (Low Buffer)
9,100112,23,2,10.79370445,2.130871761,Medium (Low Buffer)
3,100038,22,2,10.30725389,2.134419143,Medium (Low Buffer)
17,100116,22,2,10.2088248,2.154998292,Medium (Low Buffer)
8,100030,18,2,8.30054897,2.16853127,Medium (Low Buffer)
2,100057,20,2,9.208045147,2.172013677,Medium (Low Buffer)
8,100061,18,2,8.243850457,2.18344572,Medium (Low Buffer)
15,100038,21,2,9.599259104,2.187668837,Medium (Low Buffer)
7,100026,22,2,9.985829777,2.203121873,Medium (Low Buffer)
11,100070,20,2,9.059599497,2.207603107,Medium (Low Buffer)
12,100056,22,2,9.895224803,2.223294613,Medium (Low Buffer)
1,100119,27,2,12.12928779,2.226016932,Medium (Low Buffer)
9,100067,24,2,10.772179,2.227961492,Medium (Low Buffer)
19,100010,24,2,10.73127032,2.236454706,Medium (Low Buffer)
11,100069,20,2,8.905247953,2.245866719,Medium (Low Buffer)
18,100073,23,2,10.22364272,2.24968738,Medium (Low Buffer)
2,100100,21,2,9.248822788,2.270559236,Medium (Low Buffer)
6,100116,23,2,10.09496579,2.278363343,Medium (Low Buffer)
13,100073,23,2,10.08321412,2.281018703,Medium (Low Buffer)
4,100091,23,2,10.05178529,2.288150745,Medium (Low Buffer)
7,100115,23,2,10.02699192,2.29380857,Medium (Low Buffer)
7,100035,24,2,10.46130824,2.294168133,Medium (Low Buffer)
7,100104,23,2,10.00637211,2.298535348,Medium (Low Buffer)
12,100040,23,2,9.903257029,2.322468248,Medium (Low Buffer)
15,100029,22,2,9.438750326,2.33081703,Medium (Low Buffer)
17,100040,24,2,10.2477812,2.341970377,Medium (Low Buffer)
17,100048,24,2,10.22969008,2.346112131,Medium (Low Buffer)
9,100106,25,2,10.64217682,2.349143453,Medium (Low Buffer)
13,100061,24,2,10.15143666,2.364197386,Medium (Low Buffer)
4,100002,24,2,10.11737492,2.372156829,Medium (Low Buffer)
20,100059,21,2,8.784664133,2.390529641,Medium (Low Buffer)
11,100054,22,2,9.168578144,2.399499645,Medium (Low Buffer)
8,100074,20,2,8.319079611,2.404112105,Medium (Low Buffer)
2,100107,22,2,9.141124493,2.406706091,Medium (Low Buffer)
8,100071,20,2,8.304781558,2.408251181,Medium (Low Buffer)
17,100011,25,2,10.34710017,2.416135883,Medium (Low Buffer)
13,100059,25,2,10.32945408,2.420263433,Medium (Low Buffer)
5,100105,22,2,9.082826517,2.422153496,Medium (Low Buffer)
9,100031,26,2,10.71995275,2.425383826,Medium (Low Buffer)
17,100032,25,2,10.28597576,2.430493769,Medium (Low Buffer)
17,100084,25,2,10.2774654,2.432506365,Medium (Low Buffer)
14,100102,24,2,9.865242562,2.432783568,Medium (Low Buffer)
1,100095,29,2,11.82695899,2.452025075,Medium (Low Buffer)
13,100043,25,2,10.17495474,2.457013387,Medium (Low Buffer)
1,100070,30,2,12.18425145,2.462194753,Medium (Low Buffer)
18,100093,25,2,10.15312276,2.462296633,Medium (Low Buffer)
7,100044,25,2,10.1407842,2.465292576,Medium (Low Buffer)
14,100060,25,2,10.12790186,2.468428342,Medium (Low Buffer)
4,100071,25,2,10.10801859,2.473283936,Medium (Low Buffer)
6,100083,25,2,10.10515349,2.473985183,Medium (Low Buffer)
19,100011,26,2,10.48124049,2.480622405,Medium (Low Buffer)
